,brand,alignment,bert_alignment,residual_bert_alignment
788,arden,0.04856628745114644,-0.08869531265470529,-0.16037323192071856
789,chang,0.04878895195005587,-0.07812934317121616,-0.05977479471415578
790,blackrock,0.04885115321361815,-0.12027969687181705,-0.0649100346271198
791,imagemakers,0.04890521668007266,-0.08740139225281761,-0.09389386118746701
792,mezzetta,0.04892947740254998,0.1339807051894962,0.07936635080299291
793,carters,0.049062912076668436,-0.1078715653333942,-0.03057848783756782
794,iwi,0.04925623158248975,-0.04863815232092545,-0.07600454463956408
795,kingsdown,0.049386142165746036,-0.06319178337798628,-0.10023263156654072
796,fastsigns,0.04944182164323345,-0.13298781318078284,-0.08049877643676977
797,gojo,0.049509692233374855,-0.10245586069499296,-0.2109422218414807
798,bogner,0.04953369215360022,-0.10747868049320997,-0.017618554452962024
799,jeffersons,0.04961641619795061,-0.10563006960742669,-0.041242495415468386
800,ideapaint,0.04965438651537064,-0.03854057586069639,-0.062343785739018984
801,admonsters,0.049655904769854715,-0.02263298549872133,0.02593870598975722
802,rapiscan,0.049690830913487,-0.09293050946647764,-0.021419298501573526
803,altstadt,0.049731926229175175,-0.12148145236080891,-0.10293811643130213
804,freeman,0.05019749417088756,-0.15063018680748735,-0.10643751944708621
805,speakeasy,0.05030843121628027,0.06673731137278596,0.06541039840551748
806,firefly,0.05041358332776106,0.03289864439265141,0.09955331746391102
807,garnier,0.050502242199751884,-0.03809219539498168,-0.15150914744020114
808,celis,0.05056719076466841,-0.03342209576875625,-0.0250478873488897
809,winnebago,0.050613196787290114,-0.0710270875018649,0.015889798899271834
810,oceania,0.050693720397026285,0.060631284241687775,-0.06516643976046248
811,careerbuilder,0.05079240427527328,-0.119045098097309,-0.13761379041268068
812,ctd,0.05085025200901347,-0.1343364027233515,-0.1531969541652195
813,mynetworktv,0.05093290906473349,-0.0395181016710128,0.05083559262925147
814,nespresso,0.0510310239236088,0.04689763587377149,-0.03594649703085197
815,varsity,0.05116907410798329,-0.06864824908846454,0.0037314432935606767
816,hawthorn,0.05125522954489052,-0.03653717753348461,0.011742393750621227
817,america,0.05138312593151528,0.0122392275651058,-0.03185963607351731
818,mayfield,0.0515739734748861,-0.11802883129364518,-0.21304824097443908
819,premia,0.05193461802372136,-0.05290417784357898,-0.1573471507724643
820,sealife,0.0520723119561467,-0.030879435425369327,0.01855855984258658
821,soda,0.052105387772922715,-0.009531113996208134,-0.35219275337975375
822,teamhealth,0.05246153443588802,-0.1062962374813988,-0.10656207366412988
823,shearers,0.05248563359713421,-0.06409973570098026,-0.10232543489840937
824,simplisafe,0.05254053894309045,-0.05071194528873704,0.014976360423870468
825,ansul,0.05262684524731097,-0.10940829503570691,-0.03860979644974525
826,gunlocke,0.0530423515498719,-0.10150520298883177,-0.17112676978545463
827,michelob,0.05307261548476904,-0.08756980890806348,-0.07444259228728847
828,citifinancial,0.053448368087045665,-0.07390262195383925,-0.08711310600962996
829,cortland,0.053499628215308084,-0.12780118472636176,-0.05372477586015958
830,rapha,0.053544103439514316,-0.1371012259881635,-0.04792812387086884
831,houlihans,0.05357495280731109,-0.11094149041998855,-0.11905334867943548
832,rubios,0.053780885221098806,-0.10071822174502226,-0.10447041719996521
833,lockhart,0.05393854899942138,-0.09364867182685048,-0.10250956608224371
834,windstar,0.0540770500124548,-0.060931976846167094,-0.19353983412166764
835,acer,0.0542637890473409,-0.13853377311935755,-0.13831037485250722
836,pims,0.054496985003863616,-0.11410314949335723,-0.06551280433387993
837,venice,0.05468049147449303,0.01201319257201304,-0.10573081205501754
838,tmz,0.054890038163632915,-0.10350303593059551,-0.03806673318337124
839,kasasa,0.05492436981664618,-0.06474761710769394,-0.06611742749999655
840,vivo,0.055221000820344576,-0.19674624915158564,-0.1452831989746433
841,vaseline,0.055245663058924525,0.07448256359049468,-0.06097183811929929
842,sango,0.05532683668267915,0.023636400854125578,-0.06468268461761797
843,corona,0.05554578219011195,-0.09097775679184712,-0.07896498513663346
844,coronado,0.055637350414172726,-0.12004911310091365,-0.17263096192555505
845,purina,0.055694461742187285,0.0724399924914304,-0.039388686744568295
846,ignite,0.05573094359239096,-0.08671573281020596,-0.10630520321914258
847,mediamath,0.055846504027998164,-0.07977693546148305,-0.0378152916460574
848,hive,0.0561135744189513,0.059460381095015606,0.1118048464953682
849,maurer,0.056174867545140936,-0.11974946813470927,-0.036798625525656645
850,arvig,0.05627319035963182,-0.12783436776405882,-0.08562510767060376
851,tempe,0.05659511972737837,-0.03573235250775127,-0.05571413953986516
852,loacker,0.056633869166008675,-0.007702602974702013,-0.11377179653738334
853,simmons,0.05666081839550512,-0.06319197318308624,0.03686030344934173
854,husse,0.05694068091199081,-0.05209049103620596,-0.1395291257337924
855,efinancialcareers,0.05697166244748843,0.00170754422459101,0.016706285486436143
856,bounty,0.05746486173865599,-0.07914070394755826,-0.10995106681407435
857,applebees,0.05748538072581455,0.049827985352176744,0.011835442824083631
858,ruggles,0.05752002910783634,-0.1101151550904098,-0.2094867673953994
859,panacea,0.05759217951616553,0.010862933210121934,-0.08208700080635113
860,jeopardy,0.05773384396425212,-0.0666439793831155,-0.003563564546029168
861,springs,0.05774971763233711,0.06005328368554538,-0.02691840198448217
862,amica,0.05790803711290475,0.10156279968694808,0.1125219538698933
863,trubridge,0.057916651058579835,-0.0854728983531049,-0.05712684615104438
864,billabong,0.057934346489199935,-0.06662100520879236,0.0175381255597935
865,verlo,0.0579771061462671,-0.07860394442116407,-0.10891285246945262
866,cosequin,0.05808336770266918,0.003309359886475075,-0.02461834291531677
867,usps,0.05814892790368795,-0.08400994898026551,-0.08905889702074311
868,detex,0.058382802600810524,-0.12459985555205055,-0.05110201830733537
869,tiffin,0.058413063824227285,-0.011221481688756113,0.06684825132664798
870,hensley,0.05846425784630185,-0.08362248590307089,-0.069753003141904
871,lifeshield,0.0585139845888498,-0.09729143263411485,-0.027505287795639353
872,xerox,0.058560457588033826,-0.016033019755272084,0.028138742800189326
873,enzymedica,0.05862243451376184,-0.03554573467951956,-0.06700663235982497
874,legoland,0.05864633497233448,-0.08441324971565067,-0.09939034241339538
875,mango,0.05865467844462181,0.06520548409599744,-0.0827760268685287
876,pdt,0.058667367486181725,-0.15085435108992215,-0.07813605772310984
877,optimalprint,0.05867712518264559,-0.11270626591636516,-0.060520499170379105
878,marketaxess,0.05878925613274025,0.30288426223822185,0.36387826649197197
879,princeton,0.059183361474561776,0.001423686028195847,0.04336378895137152
880,kwikset,0.05931448931590293,-0.10754976986288126,-0.023187036168543222
881,chamonix,0.05936830295093056,-0.06132128971226137,-0.16093988507696666
882,dennys,0.059377281715959636,-0.12806136810316054,-0.14639781851369857
883,immunocal,0.05937977479849675,0.012437057063938061,-0.017220564738073103
884,smirnoff,0.05944116214479703,-0.07055012950141641,-0.05697310645494123
885,lull,0.05944600303965065,-0.03108949186305946,-0.07120833152486017
886,shareasale,0.05945369754917675,-0.06539586291376434,-0.014358018809429577
887,kimball,0.059479350414711835,-0.02166535436426482,-0.09953089478038482
888,skippy,0.05966622773062982,-0.03696942929023139,-0.10639189453445975
889,vandor,0.05968033677808665,-0.14438143988230076,-0.19824576321639775
890,emperador,0.05988373887318401,-0.1368177649360519,-0.19271118899674283
891,blurb,0.059997875711068425,-0.08728126977978382,-0.0397602384396084
892,oica,0.06037256647981114,-0.08090019180838283,-0.09264965747693489
893,flambeau,0.06084286794826725,-0.08594392840751494,-0.022200374708807424
894,penn,0.0610178352531204,-0.03862331130380427,0.010260191801920643
895,vasque,0.061179587674738224,-0.0709475875893105,-0.03327056992992544
896,rethink,0.06119788988649311,-0.010006439381216616,0.03554704801197212
897,disneyland,0.0612137974875198,0.08382205440043812,0.0861740669153459
898,blindspot,0.0612287000159296,0.010499058233387225,0.07136957802713129
899,balmain,0.0617582650256516,-0.034745856772841574,-0.40025848588918583
900,stio,0.06195879797461756,-0.14204948013608065,-0.05157932358534962
901,optima,0.06205701904748453,-0.02616351368736139,-0.0035227636246123427
902,keurig,0.062145323367307076,-0.11686439576043976,-0.1742274447857175
903,gamestop,0.06224346026083572,-0.06281500761027443,-0.0853042874358711
904,coolmax,0.06229863393348569,-0.1330326685510949,-0.19405810565219958
905,mystic,0.062427073525647775,0.0004130105206053905,0.039406856301221066
906,riedel,0.0624900947846174,-0.10008120426932007,-0.17069031644909766
907,aperio,0.06292652567847917,-0.14015556091861672,-0.06038322072223101
908,firefox,0.062963195185336,-0.06507566273491289,-0.03347159727125035
909,haworth,0.0629937820548892,-0.0899991016958524,-0.1538731970242239
910,scotiabank,0.06309234877140958,0.050383280364752675,-0.00011871961453116878
911,sears,0.06310249151243344,0.04160005755556542,0.13152873399033121
912,pappadeaux,0.06347544998730399,-0.09047120256405654,-0.09634764950365264
913,apc,0.06350510517918613,-0.1261985113948833,-0.16983747842599634
914,obagi,0.06365546554636002,-0.04981119266179152,-0.16184739514743135
915,kelloggs,0.06371437719741144,-0.03271260229487253,-0.02003212193975259
916,alliancebernstein,0.0637516977588863,-0.040365506028038615,0.016966969437243268
917,apgfcu,0.06383812662852391,-0.07761058838985732,-0.0848831305933985
918,scripture,0.063854894251861,-0.12534497029578812,-0.18863052059159427
919,riverview,0.0639366643910125,-0.043825711205340144,-0.16547671321484142
920,caribou,0.06427592557366714,-0.042637724165851126,-0.09482598261181241
921,hincapie,0.06451959838378954,-0.08997252016551358,0.0028072210395630043
922,cougar,0.06456800267471864,-0.0528086752217559,-0.40461537985199736
923,starry,0.06459391037522158,-0.004864240387185595,0.018864095285101613
924,bijan,0.06460326529141631,-0.12985580091829815,-0.5153324987457064
925,fhlbanks,0.06483730888965639,-0.11468096400720752,-0.12389735579861544
926,folgers,0.06495620885100269,-0.12487124273702403,-0.17733168097426633
927,boden,0.06526285035434631,-0.1135874146501897,-0.4583268462444271
928,nintendo,0.06527181963868628,-0.09003000239806067,-0.04834114228360577
929,lindys,0.06534125923480334,-0.046133779271536876,-0.16045751961308824
930,larabar,0.06546988958497442,-0.10288486921049346,-0.11859666751636841
931,columbia,0.06552887958177335,0.03179361428558705,0.09687886663557069
932,pringles,0.06562557476372019,0.2185599060319352,0.11233822762093833
933,vontobel,0.06568562608422653,-0.07293666391207732,-0.018771019328127494
934,jobsohio,0.06579798195060113,-0.07103030025754478,-0.09379334336563318
935,delta,0.06596699632495129,-0.08934399468743125,-0.011306804314428924
936,duxiana,0.06597917425474563,0.06360056832130612,0.00621646341962738
937,shiner,0.06613740141530225,-0.047750914878556636,-0.03628890501603596
938,keds,0.06620670706116469,-0.039837744693276445,-0.4410320183603711
939,privo,0.06621569783924051,-0.12489840620567726,-0.4459038353732551
940,libbey,0.06623625835747711,-0.08269871804315004,-0.15445157457544567
941,johnsons,0.06638816195396934,-0.0869357952740413,-0.18308151073732246
942,precharge,0.06647318547419834,-0.04601792961085757,-0.08520452447082702
943,lenox,0.06655629427149637,-0.0492250029113127,-0.12614819488686804
944,linx,0.06672728923093682,-0.09854555944946933,-0.04626170905370905
945,lactaid,0.06675871927698085,-0.05017184043853438,-0.14796164049806357
946,advantedge,0.06698490980381737,-0.10238773028756358,-0.13468771675039076
947,epiq,0.067178146558751,-0.08452674066804938,-0.10580103509728642
948,wachusett,0.06727009814256876,-0.07317839468739161,-0.05905782799452889
949,california,0.06736430226130671,0.07909321330890348,0.11914229231558812
950,jomar,0.06750224292970575,-0.12675338199371824,-0.1928768524859869
951,flagpole,0.06821075079146767,-0.045645590207513485,0.03500401060086186
952,alias,0.06821677186614095,-0.007167960673252087,0.06615615252253301
953,encapsys,0.06833923847669154,-0.047442659882359045,-0.13239968099387842
954,turmeric,0.06863171448398273,0.03592706810614514,0.007917997118398749
955,sos,0.0688492184080858,-0.06984500909978669,-0.003638301512321744
956,mayflower,0.06902755795288534,0.12115011404824275,0.07569044501623623
957,widmer,0.06952513586711379,-0.0770757912029711,-0.06317373329179751
958,osswald,0.06965797607261531,-0.05906370945806391,-0.17273258273246772
959,steuben,0.07011506894814352,-0.10183902615233788,-0.16826766154898604
960,envypak,0.07022070897269418,0.0025467012905865324,-0.01971799227037018
961,athleta,0.07024261478077024,0.10009957827579156,0.17106191288398762
962,capcom,0.07027216689383595,-0.1000982234185814,-0.06073710749824929
963,koerner,0.07032316773247912,-0.10939187222579697,-0.05325748877154242
964,searcher,0.07033862767839577,-0.04380599432641047,-0.14317654152115
965,splashpad,0.07048777060423493,-0.05487152594918418,-0.12173334479508995
966,fuze,0.07059542747889128,-0.07223040174226751,-0.10249660496466331
967,edvest,0.0706282960559295,-0.14494192368060133,-0.10827263353035131
968,nutella,0.07070184140296729,0.09288672468193149,-0.006373499382310473
969,montage,0.07087604510390935,-0.11530857619321049,-0.20427801907904417
970,bullex,0.0713116409890606,-0.15599613034055237,-0.08311392885949777
971,halo,0.07195663742133229,-0.06398647664588743,-0.14495304476312637
972,moser,0.07197070428096164,-0.1733190688175715,-0.05478792545116106
973,northwest,0.0720012668000525,-0.01143347129451536,-0.08545389635017817
974,pardot,0.07200174363890954,-0.0754908819404262,-0.0262962102853282
975,castaway,0.07220830193789106,0.031538195707075105,0.07481291272155313
976,sperry,0.07236046132249177,-0.1137538767461791,-0.07594515978034957
977,vicks,0.07250911658883114,-0.14124131227002576,-0.1774130964436853
978,citibank,0.07271869829299653,-0.038552932571560124,-0.12510017019468894
979,amalfi,0.07283558707282224,-0.05164573635231546,-0.401216826225822
980,roys,0.0730611566803642,-0.16917723751345745,-0.16149834783860742
981,trinity,0.07320939964977398,-0.05286965033460107,0.008497701562624426
982,disney,0.07344339281871648,0.013053690077842215,-0.02760994636197329
983,converse,0.07348064079544203,-0.19393412329680482,-0.11871204943608325
984,moringa,0.07363448294694817,-0.04820662469572027,-0.07174691549359097
985,sizzler,0.07368036919483803,-0.021803179350618776,-0.04736340776771508
986,cogo,0.07376529987972408,-0.11796683569842457,-0.15427515449748463
987,ripple,0.07384176106116215,-0.07171752712364482,-0.005468641278539781
988,fila,0.07384332275997835,0.0770098681053332,0.15012055155984982
989,aacsb,0.07394129404784078,0.04725748016528312,0.02241182294399046
990,australis,0.07415822166926574,0.007467810416667877,-0.4242848471507172
991,cues,0.07416892467864028,-0.10422513294518193,-0.057082471784828046
992,doctors,0.07431836964939112,-0.05657722840494209,0.002644163326001224
993,vitamix,0.07432398113924643,0.0857268913122673,0.06079422877960249
994,humankind,0.07461088883025166,-0.04552573342097112,-0.0665494152357503
995,mazola,0.07478840966597791,-0.07752395475320151,-0.09252280067018967
996,maytag,0.0750813688305225,0.056664932876955336,0.04738344010903313
997,manduka,0.07515070967281917,-0.13607351613743726,-0.02686295416723757
998,espresso,0.07518326943882675,0.05979183389046646,0.11230171233314015
999,commonbond,0.07547660132332433,-0.06934398013206361,-0.07836936173467116
1000,rockport,0.07549695569216283,-0.12338567584959173,-0.07662380250050799
1001,koha,0.07562590907170069,-0.059934057723896976,-0.143096024203615
1002,manitou,0.07570327446638371,-0.04942392400693269,0.05250200318264164
1003,carhartt,0.07577427457848787,-0.07955511604445736,0.008474909027627183
1004,cuda,0.07590659740534632,-0.04025487941727936,0.012000301772782988
1005,colombe,0.07595907086214602,-0.08315079349480521,-0.13856096183487912
1006,bonobos,0.07604657491820048,-0.0821191535136085,-0.005051132351588725
1007,spalding,0.07607455973763347,-0.1453148273836353,-0.10408469073016467
1008,singlehop,0.07637483967693412,0.014209508345463022,0.01640909079225055
1009,ncis,0.07641379744971152,-0.02522906473245396,0.04376936663268856
1010,elan,0.07643618937824329,-0.1357338739925542,-0.09649560290858138
1011,metro,0.07645460508709809,-0.0786907236233791,-0.0936072576726503
1012,neenah,0.0765151675073332,0.14813015197080487,0.10599512496816542
1013,scholarshare,0.07665475322182268,-0.006887362971943464,0.05399452715130534
1014,bazaarvoice,0.07706932400281938,-0.0794752465048408,-0.03965816215277116
1015,gumgum,0.0771537986737427,-0.017724259516329045,0.027393718789205882
1016,colavita,0.07776851231031298,-0.05376166763688123,-0.07685156068274025
1017,addiction,0.07779286656183931,-0.023785774513713866,-0.11653170522250916
1018,serverpronto,0.07801865022997401,-0.07090719843340262,-0.04642513225071449
1019,ellesse,0.07808337610160185,0.051671537177657594,0.07449425450323399
1020,pfizer,0.07816867398419303,-0.024462338233769122,-0.0911982051231105
1021,crs,0.07825680801765973,-0.0822919517138463,-0.11090889691793723
1022,telemundo,0.07826090533304975,-0.048552053216492426,0.025600668364732994
1023,wtvf,0.07843988252265273,-0.06896899441635267,0.001116921599408566
1024,raven,0.0787817671917683,0.04730472410855564,0.05179491261648961
1025,loewe,0.07912221706637584,-0.06049974510410841,-0.22888836954629677
1026,westex,0.0791231775720802,-0.0011872695516208023,0.046871042360166065
1027,oneida,0.07928970812868033,0.16329581869727805,0.051987020823741
1028,esl,0.07950475316948243,0.02368317620370968,0.04376712563662283
1029,usana,0.07968367130004766,0.011732579843348318,-0.017198392617514813
1030,massmutual,0.0797917199962563,-0.151648278296535,-0.10605295448428478
1031,nfinity,0.07989399983112441,-0.12707527021059337,-0.08020300700692615
1032,tippins,0.08005958489629666,0.006275702529364794,-0.025325326103091857
1033,pandora,0.08020183491314864,0.12311664021084201,0.1659644223545019
1034,kahunaville,0.08055990594189759,-0.04687515351624538,-0.06645737727556289
1035,univision,0.08069569655036195,-0.08245718059047617,-0.1178824816570739
1036,jameson,0.08096982933656316,-0.11068795510890764,-0.1621167182009708
1037,voila,0.08141125951013059,-0.07117349451245077,-0.10546478709891825
1038,cityteam,0.0814415789594557,-0.1139605881650774,-0.1267316617870968
1039,holanda,0.08159419082858603,0.10370977251007396,-0.03411489308777009
1040,uomo,0.08192595820174756,-0.10588566988019232,-0.5261848442475326
1041,gq,0.0819831871358038,0.09569577400996837,0.16599659765046876
1042,collagen,0.08207545463997196,-0.08616026950570074,-0.11445839231434007
1043,convio,0.08217004036785552,-0.14205413276324175,-0.13191599085569278
1044,upromise,0.08221884654014842,-0.015126669084144253,0.037053422640437705
1045,indio,0.08229582653296871,-0.05681982071558589,-0.04495018686572008
1046,talalay,0.08245415090262498,-0.09418933693857545,-0.1689012796003473
1047,conserve,0.08249171638381755,-0.10650190728431397,-0.16984225633708833
1048,biggby,0.08261813557500515,-0.16580395529620806,-0.1828296609098173
1049,frye,0.082673866034074,-0.07062447368650165,-0.20120853419244944
1050,zanella,0.08273301129694098,-0.006643530123924879,0.06907881858560423
1051,vivitar,0.08282598731046645,-0.11730694466912492,-0.06149027955849362
1052,metlife,0.08288430240335509,-0.032088136745561976,0.02080436545472282
1053,careercenter,0.08308798846873626,-0.07245058732395622,-0.08851314454565469
1054,knoll,0.0832382342736032,-0.08664033034357782,-0.13892932702023492
1055,bassetti,0.08331533686311694,-0.04278292615533605,-0.12150495699568886
1056,interstate,0.08333387446930204,-0.10649491585553217,-0.14857886487771488
1057,advocare,0.0834555785683101,-0.10836884993864393,-0.140934952032452
1058,hovercam,0.08348386768972399,-0.03893589661818927,0.010494519102638367
1059,reverie,0.08348519891566751,-0.03088663746355534,-0.07130510961925525
1060,metabank,0.08364513520078297,-0.0809318560247979,-0.125539031875543
1061,careers,0.08378260666758855,-0.007538316916558147,0.003103158984585736
1062,remington,0.08382290597683358,-0.13743302644612498,-0.4772298778229322
1063,flyte,0.08407086062063585,-0.03368095807134638,-0.05864033227488566
1064,arlo,0.08442817860601491,-0.12328740102142197,-0.048024490490396046
1065,kenmore,0.08457800531537991,-0.1345558601679218,-0.10724039055112215
1066,bertolli,0.08458514846444301,-0.03457376597402427,-0.06073248742649873
1067,berocca,0.08459277603143775,-0.061282703846548256,-0.087002909642949
1068,butterfinger,0.08466928391739939,0.049226340087455536,-0.05986214852567057
1069,nescafe,0.08476969674500598,-0.03673933836402531,-0.1144965105317942
1070,iuniverse,0.08500456404059034,-0.11775702434512396,-0.06225972171175961
1071,krewe,0.08502455196656196,0.01850587922528399,0.02299768698830205
1072,hollister,0.08523485704629769,-0.10457888983474026,-0.021656733691521747
1073,medora,0.08523721220646538,0.20919564936305685,0.08255581402616571
1074,dolfin,0.08528058700718016,-0.12456000608798995,-0.03288422473744315
1075,raiffeisenbank,0.08572539512234653,-0.03087640107330105,0.03103245090176241
1076,luxottica,0.0860972066789702,0.07876605641308426,0.07220294681793728
1077,olympus,0.08622489548248735,-0.08421331704998616,-0.0397686193368858
1078,sorel,0.08627952136187174,-0.07768073342720741,-0.4323269136552839
1079,sheetz,0.0862900650094329,-0.1163812408942517,-0.17352490366496504
1080,xm,0.08642022794808442,-0.1103872596593023,-0.05926390590965691
1081,brahmin,0.08660341088405796,-0.06705289948638184,-0.2125499208088257
1082,keto,0.08667026331531101,-0.12151678959703019,-0.15482533027471312
1083,goodbelly,0.08685746762751,-0.08302031680122915,-0.1121932648211789
1084,carnivora,0.08687330993618941,0.0054641556303787284,-0.02397990601405752
1085,centurylink,0.08701938541480729,-0.08819996163255311,-0.06071176818489099
1086,drager,0.08740433602431398,-0.09362599694891438,-0.023953695431184717
1087,jkr,0.08759321745099857,-0.11671472717310839,-0.0629039543464797
1088,wow,0.0879171189051056,-0.06399984065189519,-0.032164697837030486
1089,fiesta,0.08798559666898834,-0.03981281881773269,-0.11903061374349874
1090,merrell,0.08828386963220675,-0.09679952474985293,-0.05628653326465854
1091,nautica,0.08829464727682226,0.08197097615449168,0.14249092918567513
1092,polaroid,0.08830772880516258,-0.015834945726372313,0.04393408101938103
1093,unimac,0.08841258029626332,-0.03829262155957015,-0.034802382758184834
1094,evergreen,0.08845217988425645,-0.05737386886753392,-0.011527440459015093
1095,cascades,0.08873231295347146,0.0004690586239254526,-0.04188631338827733
1096,groundfloor,0.08883230721780269,-0.05831583409793685,-0.010931383191242944
1097,hastens,0.0890163335739163,-0.10182660499447105,-0.12026738965244477
1098,ariston,0.0890361440843398,-0.0710312619449742,-0.08814421339053125
1099,lacoste,0.0890848903528916,-0.010376343087453813,0.06964253745309427
1100,sato,0.08925178903941744,-0.10578997217575314,-0.11856589177802385
1101,keebler,0.08939434462834299,-0.10664078103351468,-0.18515909391489782
1102,valentino,0.08948160723013186,-0.09894298587847075,-0.01671647541534413
1103,schlafly,0.08952884717478146,-0.13047150159365192,-0.11313204214801512
1104,welspun,0.08969706434990338,-0.09310769704910288,-0.1634480547323897
1105,gvtc,0.08989599313680338,-0.1799528985346973,-0.1338589797906224
1106,palmers,0.09018429516257452,-0.053812749912906535,-0.18230574541692413
1107,kjus,0.09038889151610674,-0.13410179319719834,-0.046860133679462235
1108,svm,0.09041180971971834,-0.08385592695140619,-0.11419331717885563
1109,natrol,0.0906783781274559,-0.10628738124786076,-0.12684431895784892
1110,tillamook,0.0907069254589308,-0.03748735426849424,-0.14865546813855574
1111,asics,0.09073031687539117,-0.11883909635083034,-0.0404657646047803
1112,alula,0.09090202881983736,0.008108081198460855,0.0642795896730983
1113,epson,0.09098437030984256,-0.07928258111797883,-0.03263344080174033
1114,sofi,0.09102089160954638,-0.11270297278268568,-0.1189758415983584
1115,parachute,0.09138742566059946,0.018075350632672398,-0.06979410133199578
1116,dove,0.09139716257396874,0.1287666941863475,-0.0023189051156186037
1117,schick,0.09149041319235222,-0.09788861501325462,0.19324503931861758
1118,sunline,0.09153033456046078,0.034216469087261586,0.06629140059922056
1119,sdsu,0.09160034759115772,-0.09449844634520482,-0.19148620216341877
1120,virb,0.09171305231836653,-0.13349707507462788,-0.11887877387817684
1121,plano,0.0917886117363672,-0.08590444705085949,-0.024348244139872098
1122,norms,0.09197955193021404,-0.1238506440067755,-0.14420142846751222
1123,huebsch,0.0924823416294786,-0.09122248916383409,-0.07933369417095643
1124,noritake,0.09255392526499136,-0.06393747110062692,-0.13516642804079496
1125,holmatro,0.09300495818059483,-0.06244280658844616,0.006940992038897186
1126,behr,0.09357906226872324,-0.16797239077489684,-0.17813121569859341
1127,covers,0.09386671414149778,-0.008114603017598143,0.06668639612701821
1128,etro,0.0939070980524766,-0.1136075802019427,-0.25593890520245755
1129,symm,0.09397197285126507,-0.1036128810163783,-0.05364136980049477
1130,whirl,0.09398080284704756,-0.012946175554786835,-0.03821242732081141
1131,pines,0.09398848324233347,-0.052043977203400364,-0.07054197915076035
1132,polident,0.0940697789108559,-0.07417128512170515,-0.11743465403921147
1133,mickeys,0.09424564867928248,-0.06364373748416605,-0.052665390153371704
1134,popsicle,0.09442787996818572,-0.017741562561105238,-0.19768801991178336
1135,cartier,0.0944660225391719,-0.11038166807637602,-0.08554365807022918
1136,colgate,0.09455974939795593,-0.08725518847107419,-0.12032546889034124
1137,transunion,0.09469467366692942,-0.1074000697398559,-0.05876642086619638
1138,prive,0.09501438789293516,-0.05363474871352388,0.09674657178505586
1139,citimortgage,0.0951379260128552,-0.07336762859220497,-0.08546572930004889
1140,milnor,0.09530092024873824,-0.11213764249245531,-0.09844241995262346
1141,diveheart,0.0953043015940983,-0.039597292020848565,-0.05363850427536314
1142,pabst,0.09534183374828224,-0.04836433132708843,-0.04524239754578267
1143,fremantlemedia,0.0954193766040695,-0.09027250617352008,-0.027812802293336852
1144,versace,0.0954237187581428,0.04399942308167746,0.11593592614588685
1145,sensodyne,0.09569666755902888,-0.05167400198028238,-0.09289044311304567
1146,robitussin,0.09621407560637947,-0.13459956287029298,-0.17744025294114021
1147,mindshare,0.09634706987069387,0.013419098036877002,0.06061505405811601
1148,gerber,0.09714466142447363,-0.07420765121430235,-0.015013502603769196
1149,hecm,0.09716218016787888,-0.10151767032312353,-0.11269276627243653
1150,oxo,0.09718918717348664,-0.07802980243841577,-0.14202831188305848
1151,stoughton,0.09723555428849408,-0.11131816638397168,-0.018937579709933983
1152,bevel,0.09760215351865732,-0.0514157226836494,0.2215050872437945
1153,sola,0.09780334352155944,0.08041532494448675,-0.051238583414142225
1154,hudsonville,0.09786324902916904,-0.08747414368759626,-0.17418062940912096
1155,bellucci,0.09794226384788426,-0.13337654575546787,-0.14062226702821645
1156,estrella,0.09830976439717816,0.2827232071486645,0.2541309634577957
1157,avanti,0.09834653353503843,-0.0305574206288246,-0.11329584247964375
1158,sugoi,0.09901324983201673,-0.08462596513495738,0.0012686022211569874
1159,pendo,0.09950754785474407,-0.14609284796961902,-0.10593781023772991
1160,eos,0.09960844365115744,-0.08336434219149909,-0.03775091558233888
1161,hillsboro,0.09969227782986308,-0.0036469147657518866,0.06860974348293453
1162,motrin,0.09976327744038327,-0.11921880024081644,-0.14449762330290433
1163,whirlpool,0.09976828803086753,0.01660526229674235,0.012178407160836506
1164,abc,0.09979220705585656,-0.05869342002956718,0.003914526074451865
1165,plushies,0.10041281499740527,0.05006407315585585,0.021930608038832056
1166,islands,0.10054365442269786,0.0059761098064205105,-0.024509056394197117
1167,talley,0.1005902922960476,-0.12217395621330715,-0.14426534406961614
1168,frankfort,0.1006093819162306,-0.11203347199525862,-0.11297580635703167
1169,unionpay,0.10077879430926667,-0.05909236297102767,-0.09765827553982297
1170,marley,0.10099779461872896,-0.06399604258659747,-0.11605739332218995
1171,luft,0.10103928944427737,-0.0864447900418962,-0.12973366340410952
1172,superfeet,0.1010470672194256,-0.05916440054534658,-0.39570941950110966
1173,essentia,0.10125638161638903,0.006850245862132367,-0.04023203363103557
1174,pola,0.10147832989201402,0.02230310504909766,-0.03554700370634805
1175,cibc,0.10181663418013512,-0.09619723327472554,-0.11479750000776134
1176,cpr,0.1019199229453072,-0.038902541134023916,0.005872443858826095
1177,paypal,0.10215455987185428,-0.04457003503158158,-0.1299693002726715
1178,newmar,0.10216162578516842,-0.06685003073579428,0.019891894701833016
1179,cocoavia,0.10220367407941224,0.047713114331641306,0.019999027783165375
1180,dsx,0.10222840596431844,-0.1094262575083392,-0.0339379930644981
1181,usp,0.10224502329679402,-0.10317191017748842,-0.12584620484108588
1182,ebay,0.10263473447664012,-0.03993363461056622,-0.10108681329775841
1183,vega,0.10263929227937724,0.0005897393439967032,-0.026265095980134455
